x0,x1,x2,x3,y,x4,x5
A2,27.0,A8,A53,0.0,0.0,0.09
A9,36.0,A4,A1,0.0,0.0,0.02
A15,25.0,A4,A1,0.06,0.02,0.0
A0,24.0,A4,A34,0.12,0.05,0.0
A1,31.0,A10,A22,0.0,0.0,0.02
A11,31.0,A6,A304,0.0,0.04,0.0
A3,30.0,A1,A5,0.13,0.22,0.01
A13,30.0,A4,A11,0.1,0.0,0.0
,24.0,A1,A8,0.27,0.1,0.0
A3,23.0,A4,A76,0.03,0.02,0.0
A13,31.0,A6,A39,1.14,1.91,0.27
A1,30.0,A5,A122,0.0,0.0,0.06
A11,29.0,A4,A188,0.0,0.03,0.0
A2,30.0,A2,A208,0.13,0.07,0.0
A1,31.0,A10,A1,0.0,0.0,0.1
A1,28.0,A8,A1,0.0,0.0,0.16
A1,24.0,A9,A18,0.36,0.45,0.32
A1,29.0,A10,A1,0.0,0.0,0.18
A3,25.0,A0,A52,0.05,0.04,0.0
A9,28.0,A10,A142,0.0,0.0,0.08
A7,13.0,A4,A280,0.0,0.0,0.19
A15,21.0,A6,A3,0.16,0.04,0.0
A1,27.0,A10,A25,0.05,0.0,0.01
,32.0,A6,A34,0.26,0.29,0.33
A4,31.0,A3,A7,0.4,0.33,0.0
A18,34.0,A9,A34,3.13,2.07,1.27
A11,36.0,A7,A29,0.01,0.03,0.0
A8,31.0,A3,A169,0.05,0.01,0.04
A4,31.0,A5,A10,0.0,0.0,0.03
A6,24.0,A6,A7,0.64,0.18,0.0
A2,28.0,A10,A54,0.09,0.0,0.0
A9,29.0,A3,A1,0.37,0.19,0.11
A4,31.0,A11,A37,0.09,0.02,0.0
A3,24.0,A11,A43,0.63,0.49,0.0
A4,27.0,A10,A4,0.0,0.02,0.0
A9,26.0,A6,A7,0.31,0.12,0.0
A4,25.0,A9,A4,0.49,0.03,0.03
A13,30.0,A9,A35,0.04,0.02,0.0
,30.0,A5,A29,0.11,0.08,1.24
A4,27.0,A4,A15,0.18,0.01,0.0
A12,19.0,A7,A2,0.03,0.02,0.0
,24.0,A11,A15,0.4,0.31,0.0
A17,2.0,A9,A43,1.1,0.07,0.0
A18,33.0,A10,A24,0.06,0.04,0.0
A3,22.0,A6,A43,1.06,0.08,0.0
A6,22.0,A2,A178,0.01,0.0,0.0
A3,23.0,A1,A12,1.26,0.6,0.05
A0,23.0,A1,A234,0.04,0.01,0.0
,22.0,A1,A178,0.03,0.01,0.0
A6,24.0,A11,A31,0.4,0.12,0.0
A2,31.0,A4,A8,0.0,0.0,0.02
A2,28.0,A1,A24,0.09,0.0,0.0
A0,22.0,A1,A34,1.75,0.52,0.33
A4,30.0,A6,A7,0.32,0.43,0.02
A6,23.0,A1,A12,0.48,0.16,0.0
A8,33.0,A1,A224,0.0,0.0,0.15
A3,23.0,A6,A3,0.09,0.07,0.0
A8,35.0,A4,A1,0.0,0.0,0.07
A15,23.0,A1,A10,0.38,0.1,0.12
A0,22.0,A6,A7,0.09,0.03,0.0
A18,35.0,A1,A15,0.06,0.01,0.0
,25.0,A2,A2,0.07,0.0,0.0
A2,25.0,A9,A34,9.81,7.57,4.13
A2,26.0,A1,A37,0.06,0.0,0.0
A1,30.0,A7,A13,0.0,0.0,0.01
A4,31.0,A4,A7,0.07,0.0,0.0
,29.0,A7,A6,0.09,0.1,0.0
A10,20.0,A11,A50,0.34,0.07,0.0
A12,15.0,A1,A51,0.26,0.18,0.0
A13,27.0,A6,A34,1.07,1.06,0.24
A3,27.0,A1,A12,0.36,0.01,0.0
A6,24.0,A2,A39,0.02,0.0,0.0
A2,30.0,A1,A24,0.42,0.02,0.02
A2,27.0,A1,A12,0.71,0.02,0.0
A9,30.0,A4,A18,0.0,0.07,0.0
A6,,A6,A35,0.53,0.02,0.0
A9,33.0,A1,A70,2.41,2.28,0.28
A13,26.0,A9,A7,0.46,0.66,0.02
A2,28.0,A7,A85,0.0,0.01,0.0
A12,16.0,A3,A18,0.06,0.04,0.14
A3,22.0,A9,A10,0.19,0.15,0.0
A11,17.0,A11,A68,4.03,0.0,0.09
A1,28.0,A5,A25,0.09,0.0,0.12
A9,29.0,A5,A7,0.96,0.44,0.08
A11,31.0,A11,A29,0.25,0.25,0.0
A11,25.0,A1,A2,0.0,0.01,0.0
A9,34.0,A3,A107,0.09,0.0,0.07
,14.0,A3,A39,0.0,0.0,0.05
A3,28.0,A6,A5,0.0,0.0,0.05
A8,31.0,A4,A12,0.13,0.05,0.0
A5,37.0,A1,A13,0.0,0.0,0.01
A13,28.0,A9,A189,0.02,0.0,0.0
A11,29.0,A11,A444,0.01,0.0,0.0
A2,28.0,A8,A15,0.4,0.33,0.0
A7,15.0,A2,A445,0.0,0.0,0.05
,29.0,A2,A300,0.0,0.04,0.0
A0,25.0,A4,A12,1.31,0.49,0.0
A15,23.0,A1,A10,0.06,0.02,0.0
A20,16.0,A3,A39,0.0,0.0,0.13
A12,20.0,A9,A151,0.06,0.04,0.0
A8,35.0,A1,A34,0.52,0.33,0.17
A9,36.0,A1,A22,0.0,0.0,0.02
A7,13.0,A3,A1,0.0,0.0,0.73
A9,31.0,A1,A446,0.04,0.01,0.0
A5,34.0,A5,A1,0.0,0.0,0.3
A2,27.0,A8,A5,0.0,0.0,0.02
A2,29.0,A6,A31,0.06,0.01,0.0
A2,29.0,A2,A25,0.08,0.01,0.0
A11,29.0,A0,A7,0.0,0.05,0.0
A9,27.0,A6,A18,0.31,0.03,0.76
A4,31.0,A4,A31,0.08,0.02,0.0
A13,29.0,A4,A1,0.41,0.0,0.0
A10,19.0,A1,A92,0.39,0.09,0.07
A15,21.0,A1,A34,2.38,0.67,0.46
A9,31.0,A6,A31,0.17,0.4,0.0
,35.0,A7,A107,0.01,0.0,0.0
A9,34.0,A4,A39,0.09,0.04,0.1
A3,22.0,A1,A22,0.13,0.1,0.74
A9,29.0,A4,A80,0.11,0.0,0.0
A13,27.0,A1,A25,0.3,0.17,0.04
A9,34.0,A3,A1,0.0,0.0,0.01
A12,16.0,A0,A18,0.05,0.03,0.15
A13,29.0,A6,A15,0.1,0.02,0.0
,9.0,A1,A447,3.38,0.44,0.31
A2,28.0,A8,A12,0.22,0.0,0.0
A3,26.0,A1,A22,0.11,0.09,0.12
A7,15.0,A5,A81,0.28,0.0,2.02
A9,31.0,A1,A18,0.39,0.08,0.02
A2,28.0,A7,A5,0.03,0.01,0.11
A12,15.0,A11,A7,0.04,0.03,0.0
A15,23.0,A0,A12,0.31,0.08,0.0
A4,29.0,A11,A124,0.08,0.01,0.0
A3,28.0,A4,A18,0.14,0.11,0.0
A5,36.0,A7,A13,0.0,0.0,0.02
,29.0,A4,A348,0.02,0.01,0.0
A14,34.0,A4,A15,0.34,0.17,0.0
A20,15.0,A8,A39,0.0,0.0,0.19
A11,30.0,A8,A7,0.01,0.53,0.0
A4,31.0,A6,A7,0.94,0.0,0.0
A3,27.0,A7,A139,0.0,0.0,0.17
A1,31.0,A5,A29,0.13,0.09,0.27
A1,25.0,A7,A43,0.06,0.0,0.0
A13,29.0,A4,A31,0.3,0.0,0.0
A0,22.0,A0,A43,0.07,0.02,0.0
A2,31.0,A2,A35,0.0,0.04,0.0
A11,22.0,A1,A268,0.0,0.02,0.0
A1,34.0,A7,A13,0.0,0.0,0.01
A2,31.0,A7,A1,0.0,0.0,0.06
A2,29.0,A2,A7,0.01,0.19,0.0
A15,25.0,A4,A12,0.16,0.04,0.0
A3,27.0,A4,A351,0.0,0.0,0.09
A11,23.0,A10,A4,0.03,0.02,0.0
A29,14.0,A9,A39,0.0,0.0,0.07
A0,23.0,A0,A234,0.01,0.0,0.0
A9,27.0,A6,A31,0.08,0.01,0.0
A2,27.0,A2,A208,0.03,0.18,0.0
A7,12.0,A3,A5,0.0,0.0,0.06
A3,26.0,A11,A22,0.01,0.01,0.0
A12,18.0,A6,A5,0.0,0.0,0.71
A12,18.0,A8,A5,0.0,0.0,0.56
A4,34.0,A11,A15,0.45,0.44,0.0
A1,30.0,A4,A207,0.01,0.0,0.02
A14,34.0,A5,A7,0.72,0.86,0.08
A11,30.0,A9,A7,0.12,0.2,0.0
A12,15.0,A1,A448,0.06,0.04,0.0
A21,7.0,A6,A34,0.14,0.03,1.98
A6,24.0,A7,A7,0.09,0.03,0.0
A1,30.0,A1,A75,0.0,0.0,0.06
A13,30.0,A1,A11,0.29,0.13,0.0
A2,26.0,A1,A1,0.0,0.0,0.01
A11,27.0,A9,A7,0.0,0.04,0.0
A11,33.0,A1,A10,0.0,0.05,0.0
A4,29.0,A1,A24,0.09,0.03,0.0
A6,22.0,A6,A39,0.38,0.11,0.0
A4,26.0,A6,A65,0.0,0.01,0.0
A13,27.0,A3,A75,0.0,0.0,0.01
A12,16.0,A6,A7,0.26,0.18,0.0
A4,25.0,A9,A1,0.1,0.02,0.07
A1,27.0,A1,A31,0.04,0.18,0.0
A6,25.0,A4,A3,0.06,0.02,0.0
A11,28.0,A1,A7,0.0,0.53,0.0
A13,28.0,A5,A25,0.07,0.0,0.0
A22,36.0,A9,A65,0.01,0.07,0.0
A3,21.0,A6,A7,0.31,0.24,0.0
A8,34.0,A7,A1,0.0,0.0,0.13
A11,32.0,A1,A24,0.07,0.02,0.0
A4,32.0,A5,A7,0.55,0.25,0.01
A18,32.0,A0,A122,0.0,0.03,0.0
,29.0,A9,A34,0.26,0.0,0.0
A4,31.0,A1,A24,0.53,0.35,0.0
A15,22.0,A0,A5,0.1,0.03,0.0
A9,29.0,A4,A18,0.0,0.19,0.0
A3,27.0,A0,A24,0.74,0.03,0.01
A16,12.0,A4,A34,0.87,0.17,1.1
A3,21.0,A11,A31,1.99,1.05,0.05
A8,35.0,A1,A24,0.05,0.06,0.0
A6,25.0,A4,A10,0.11,0.03,0.0
A22,34.0,A1,A6,0.15,0.13,0.0
A11,29.0,A5,A32,0.0,0.06,0.0
A0,26.0,A1,A123,0.0,0.0,0.07
A4,30.0,A6,A7,0.27,0.1,0.0
A15,23.0,A6,A21,0.06,0.02,0.0
,23.0,A8,A298,0.04,0.01,0.0
A6,22.0,A6,A5,0.01,0.0,0.0
A1,27.0,A6,A18,0.03,0.0,0.0
A1,25.0,A4,A18,0.75,0.18,0.0
A22,33.0,A6,A31,0.7,0.11,0.0
A6,25.0,,A39,0.13,0.04,0.0
A14,35.0,A5,A416,0.0,0.01,0.0
A4,32.0,A1,A86,0.16,0.0,0.0
A8,33.0,A1,A24,0.01,0.0,0.0
A2,29.0,A6,A37,0.05,0.0,0.0
A2,26.0,A5,A34,1.29,0.04,0.73
A12,19.0,A2,A46,0.03,0.02,0.0
A9,30.0,A6,A231,0.15,0.17,0.0
A13,27.0,A0,A34,6.16,3.4,1.2
A10,17.0,A1,A34,0.39,0.09,0.17
A7,13.0,A11,A34,1.61,0.51,0.8
A9,29.0,A4,A18,0.0,0.04,0.0
A15,24.0,A6,A7,0.54,0.14,0.0
A2,30.0,A6,A5,0.0,0.0,0.13
A1,26.0,A9,A39,0.73,0.42,0.0
A12,19.0,A6,A24,3.42,1.38,0.02
A9,28.0,A9,A31,1.55,0.54,0.05
A13,28.0,A6,A12,0.45,1.02,0.0
A4,31.0,A6,A15,0.14,0.1,0.0
A2,29.0,A7,A1,0.0,0.0,0.08
A21,6.0,A0,A58,0.0,0.0,1.5
A15,23.0,A3,A43,0.53,0.14,0.0
A13,29.0,A1,A24,0.91,0.39,0.0
A14,35.0,A3,A75,0.01,0.0,0.02
A2,25.0,A2,A1,0.16,0.0,0.1
,30.0,A1,A29,0.59,0.85,0.02
A4,30.0,A5,A29,1.27,0.68,0.01
A2,27.0,A7,A24,0.09,0.01,0.0
A6,26.0,A1,A7,0.42,0.11,0.0
A3,26.0,A6,A31,0.06,0.05,0.0
A18,34.0,A3,A34,2.59,1.06,0.8
A2,29.0,A3,A14,0.05,0.0,0.0
A1,31.0,A3,A5,0.0,0.0,0.08
A13,30.0,A8,A104,0.05,0.0,0.0
A2,25.0,A1,A68,0.14,0.01,0.0
A12,,A1,A2,0.58,0.4,0.0
A12,16.0,A6,A21,0.51,0.35,0.0
A14,36.0,A11,A31,0.05,0.11,0.01
A11,29.0,A1,A5,0.0,0.02,0.0
A8,34.0,A1,A35,0.15,0.09,0.0
A8,32.0,A1,A91,0.0,0.0,0.08
A14,35.0,A1,A10,0.13,0.24,0.1
A2,27.0,A9,A12,0.63,0.01,0.0
A2,29.0,A6,A1,0.0,0.0,0.12
A3,22.0,A1,A7,1.94,1.95,0.08
A21,5.0,A0,A34,0.39,0.09,0.43
A2,28.0,A1,A90,0.51,0.29,0.0
A2,25.0,A7,A24,0.05,0.0,0.0
A9,33.0,A5,A29,0.43,0.4,0.32
A13,27.0,A6,A31,0.34,0.0,0.0
A14,35.0,A5,A1,0.96,2.0,0.21
A4,31.0,A9,A14,0.07,0.02,0.0
A1,35.0,A1,A22,0.0,0.0,0.02
A12,15.0,A11,A156,0.04,0.03,0.0
A4,33.0,A8,A4,0.02,0.07,0.0
A3,26.0,A11,A7,1.01,0.04,0.03
A9,33.0,A5,A10,0.0,0.0,0.02
A4,28.0,A0,A68,0.16,0.13,0.0
A2,27.0,A6,A24,0.21,0.01,0.0
A12,19.0,A8,A5,0.0,0.0,0.31
A3,20.0,A9,A7,0.04,0.03,0.11
A13,28.0,A9,A12,0.29,0.03,0.0
A7,13.0,A11,A5,0.0,0.0,0.09
A13,27.0,A6,A7,0.32,0.59,0.01
A9,30.0,A6,A5,0.0,0.0,0.23
A16,18.0,A5,A34,5.89,5.04,3.12
A12,18.0,A4,A21,0.17,0.12,0.0
A17,3.0,A1,A43,0.72,0.04,0.0
A7,14.0,A3,A179,0.0,0.0,0.56
A3,24.0,A1,A5,0.03,0.03,0.0
A2,27.0,A2,A34,0.14,0.01,0.16
A1,28.0,A5,A83,0.05,0.0,0.18
A1,29.0,A5,A22,0.0,0.0,0.03
A13,29.0,A7,A15,0.18,0.0,0.0
A11,31.0,A5,A7,0.07,0.03,0.0
A11,18.0,A10,A68,0.0,0.03,0.0
A4,29.0,A3,A1,0.36,0.09,0.02
A2,26.0,A2,A34,0.13,0.03,0.0
A10,18.0,A6,A78,0.05,0.01,0.0
A4,25.0,A11,A24,0.32,0.03,0.0
A1,29.0,A7,A449,0.0,0.0,0.01
A12,16.0,A4,A78,0.52,0.36,0.0
A15,22.0,A6,A21,0.04,0.01,0.0
A9,36.0,A1,A24,0.01,0.03,0.0
A3,23.0,A0,A12,0.33,0.25,0.0
A2,30.0,A2,A15,0.0,0.06,0.0
A1,26.0,A3,A43,0.26,0.08,0.13
A12,17.0,A8,A7,0.16,0.11,0.0
A3,24.0,A10,A22,0.0,0.0,0.08
A3,24.0,A6,A7,0.07,0.05,0.0
A3,27.0,A9,A128,0.01,0.01,0.0
A2,28.0,A10,A22,0.07,0.0,0.0
A17,1.0,A1,A356,0.38,0.02,0.0
A12,14.0,A5,A130,0.0,0.0,0.08
A12,19.0,A1,A50,0.31,0.21,0.0
A2,27.0,A8,A196,0.0,0.0,0.04
A3,22.0,A11,A15,1.42,0.4,0.0
A4,31.0,A9,A12,0.37,0.14,0.0
A4,26.0,A5,A24,2.29,0.02,0.0
A13,28.0,A6,A43,0.38,0.29,0.15
A5,34.0,A5,A22,0.0,0.0,0.05
A2,29.0,A5,A29,0.0,0.0,0.17
A2,29.0,A8,A7,0.18,0.0,0.0
A6,22.0,A6,A7,0.39,0.11,0.0
A2,24.0,A9,A1,0.14,0.0,0.0
A13,30.0,A6,A231,0.03,0.05,0.0
A4,29.0,A4,A24,0.51,0.22,0.0
A0,24.0,A4,A44,0.18,0.07,0.0
A12,17.0,A1,A21,0.01,0.01,0.0
A13,26.0,A1,A3,0.19,0.01,0.0
A13,28.0,A1,A12,0.13,0.0,0.0
A11,26.0,A8,A7,0.0,0.01,0.0
A13,30.0,A4,A168,0.16,0.0,0.0
A5,36.0,A7,A197,0.0,0.0,0.01
A11,34.0,A5,A6,0.0,0.02,0.0
A3,26.0,A6,A7,0.17,0.13,0.02
A3,24.0,A10,A63,0.03,0.03,0.0
A15,24.0,A0,A34,0.84,0.22,0.24
A4,33.0,A1,A15,1.9,1.14,0.01
A1,31.0,A7,A257,0.0,0.0,0.03
,27.0,A11,A399,0.06,0.0,0.0
A13,29.0,A1,A24,0.18,0.0,0.0
A2,29.0,A1,A31,0.59,0.57,0.05
A4,33.0,A4,A15,0.69,0.17,0.0
A13,29.0,A5,A1,0.0,0.0,0.22
A1,31.0,A4,A39,0.0,0.0,0.33
A3,20.0,A9,A7,0.06,0.05,0.03
A13,27.0,A4,A8,1.16,0.45,0.0
A13,28.0,A9,A62,0.07,0.0,0.0
A9,29.0,A9,A231,0.0,0.02,0.0
,36.0,A1,A10,0.09,0.17,0.05
A1,29.0,A7,A13,0.0,0.0,0.1
A7,14.0,A5,A274,0.0,0.0,0.03
A3,23.0,A6,A21,0.21,0.16,0.0
A13,28.0,A6,A63,0.12,0.0,0.0
A8,32.0,A0,A15,0.06,0.08,0.0
A17,7.0,A1,A24,0.6,0.04,0.0
A15,22.0,A6,A68,0.04,0.01,0.0
A3,23.0,A6,A21,0.14,0.11,0.0
,22.0,A6,A39,0.01,0.0,0.0
A0,26.0,A11,A24,0.02,0.01,0.0
A12,17.0,A3,A193,0.0,0.0,0.07
A4,29.0,A11,A43,0.16,0.1,0.0
A13,30.0,A11,A39,0.06,0.01,0.0
A12,18.0,A5,A5,0.15,0.1,0.38
A3,25.0,A4,A10,0.22,0.17,0.05
,28.0,A2,A7,0.28,0.22,0.0
A3,27.0,A6,A22,0.0,0.0,0.02
A11,31.0,A10,A12,0.0,0.06,0.0
A9,36.0,A6,A5,0.0,0.01,0.04
A6,21.0,A9,A64,0.15,0.03,0.0
A9,34.0,A6,A5,0.0,0.0,0.17
A2,29.0,A7,A91,0.0,0.0,0.03
A5,33.0,A5,A1,0.0,0.0,0.45
A9,32.0,A9,A1,0.05,0.1,0.0
A4,28.0,A10,A6,0.09,0.02,0.0
A20,17.0,A3,A10,0.0,0.0,0.06
A2,29.0,A5,A83,0.08,0.0,0.03
A3,22.0,A11,A90,0.53,0.42,0.0
A2,30.0,A5,A143,0.0,0.0,0.13
A11,31.0,A1,A7,0.09,0.21,0.0
A8,35.0,A5,A196,0.0,0.0,0.03
,19.0,A4,A116,0.0,0.0,0.5
A1,26.0,A10,A1,0.0,0.0,0.27
A9,33.0,A5,A29,0.36,0.33,0.28
A2,30.0,A8,A37,0.4,0.21,0.01
A9,31.0,A1,A7,0.07,0.09,0.0
A4,31.0,A1,A12,0.16,0.07,0.0
A1,32.0,A1,A1,0.0,0.0,0.03
A3,25.0,A5,A29,0.12,0.1,0.24
A4,26.0,A6,A22,0.15,0.03,0.06
A13,31.0,A4,A31,0.23,0.01,0.0
A15,21.0,A6,A21,0.21,0.06,0.0
A1,26.0,A7,A18,0.0,0.0,0.1
A4,32.0,A8,A5,0.14,0.04,0.01
A13,27.0,A1,A65,0.08,0.0,0.0
A12,15.0,A8,A5,0.0,0.0,0.55
A0,23.0,A0,A12,0.04,0.02,0.0
A1,28.0,A0,A22,0.02,0.01,0.05
,29.0,A9,A24,0.25,0.08,0.0
A3,25.0,A1,A12,0.02,0.02,0.0
A1,31.0,A7,A13,0.0,0.0,0.03
A3,26.0,A1,A12,0.4,0.02,0.0
A1,29.0,A9,A7,0.16,0.38,0.01
A2,28.0,A1,A59,0.03,0.0,0.0
A11,35.0,A6,A31,0.02,0.06,0.0
A9,30.0,A1,A8,0.27,0.1,0.0
A6,23.0,A9,A43,0.01,0.0,0.0
A1,28.0,A2,A164,0.03,0.0,0.0
A4,30.0,A7,A93,0.0,0.0,0.02
A3,26.0,A6,A5,0.1,2.39,1.05
A3,25.0,A6,A31,0.05,0.04,0.0
A13,29.0,A7,A6,0.0,0.03,0.0
A8,35.0,A1,A1,0.0,0.0,0.13
A9,27.0,A1,A18,0.57,0.73,0.06
A8,31.0,A9,A1,0.19,0.15,0.12
,23.0,A3,A68,0.08,0.06,0.0
A16,20.0,A5,A138,0.0,0.0,0.27
A3,25.0,A1,A90,0.64,0.02,0.0
A2,28.0,A2,A177,0.1,0.01,0.0
A3,23.0,A3,A10,0.06,0.05,0.0
A2,26.0,A4,A34,0.0,0.0,0.52
A3,21.0,A4,A5,0.0,0.0,0.03
A1,27.0,A6,A5,0.0,0.0,0.09
A3,27.0,A5,A22,0.0,0.0,0.05
A3,20.0,A3,A100,0.05,0.04,0.38
A4,31.0,A11,A15,0.14,0.11,0.0
A1,27.0,A3,A43,0.19,0.09,0.08
A1,31.0,A5,A5,0.0,0.0,0.06
A2,31.0,A4,A12,0.07,0.0,0.0
A13,31.0,A1,A1,0.0,0.0,0.08
A9,34.0,A1,A29,0.05,0.06,0.02
A4,28.0,A1,A24,0.82,0.52,0.01
A11,20.0,A5,A450,0.01,0.09,0.0
A3,28.0,A9,A39,0.09,0.07,0.0
A2,29.0,A1,A34,1.43,0.94,0.74
A11,30.0,A1,A31,0.18,0.0,0.0
A2,30.0,A3,A62,0.03,0.0,0.05
,35.0,A6,A154,0.0,0.04,0.0
A3,25.0,A4,A5,0.15,0.12,0.0
A11,23.0,A10,A2,0.0,0.02,0.0
A11,30.0,A10,A451,0.0,0.01,0.0
A1,34.0,A1,A22,0.0,0.0,0.05
A4,30.0,A4,A12,0.07,0.03,0.0
A13,27.0,A7,A24,0.42,0.0,0.0
A1,26.0,A1,A15,0.11,0.01,0.0
A13,27.0,,A10,1.34,0.57,0.14
A3,25.0,A5,A18,0.24,0.16,0.39
A6,26.0,A6,A31,0.03,0.01,0.0
A2,28.0,A8,A15,0.35,0.0,0.0
A12,17.0,A6,A7,0.85,0.58,0.0
A2,28.0,A1,A22,0.07,0.0,0.0
A9,32.0,A1,A37,0.0,0.03,0.0
A1,29.0,A5,A22,0.0,0.0,0.04
A4,32.0,A7,A187,0.55,0.14,0.0
A13,28.0,A6,A12,0.14,0.0,0.0
A3,29.0,A7,A452,0.0,0.0,0.02
A1,31.0,A7,A91,0.0,0.0,0.03
A1,25.0,A2,A18,0.11,0.0,0.0
A13,27.0,,A213,0.14,0.0,0.0
A2,28.0,A7,A14,0.0,0.0,0.01
A1,31.0,A5,A1,0.0,0.0,0.05
A13,28.0,A8,A6,0.27,0.0,0.0
A12,17.0,A4,A162,0.39,0.27,0.0
A13,28.0,A2,A177,0.13,0.01,0.0
A6,23.0,A1,A43,0.11,0.03,0.0
A4,29.0,A1,A24,0.42,0.21,0.0
A5,35.0,A1,A22,0.0,0.0,0.05
A3,23.0,A9,A7,0.05,0.04,0.0
A9,35.0,A1,A14,0.0,0.0,0.02
A10,19.0,A9,A12,0.13,0.03,0.0
A18,33.0,A1,A15,0.05,0.07,0.0
A12,19.0,A4,A132,0.04,0.03,0.18
A4,27.0,A9,A4,0.48,1.29,0.02
A3,26.0,A6,A7,0.62,0.02,0.0
A17,2.0,A1,A43,0.13,0.01,0.0
A13,28.0,A4,A24,0.28,0.0,0.0
A5,34.0,A5,A18,0.22,0.14,0.32
,35.0,A6,A7,0.04,0.13,0.0
A12,15.0,A10,A18,0.01,0.01,0.09
A3,22.0,A0,A64,0.08,0.06,0.0
A3,23.0,A6,A5,0.12,0.09,0.0
A9,29.0,A6,A31,0.07,0.0,0.0
A3,25.0,A4,A1,2.08,1.35,0.0
A12,15.0,A4,A7,0.18,0.12,0.0
A14,36.0,A3,A1,0.1,0.08,0.07
A21,7.0,A3,A34,2.03,0.47,0.45
A4,31.0,A6,A12,0.53,0.19,0.0
A4,29.0,A11,A11,0.13,0.18,0.0
A12,19.0,A6,A1,0.03,0.02,0.0
A4,29.0,A5,A17,0.16,0.06,0.0
A2,27.0,A7,A453,0.0,0.0,0.03
A8,33.0,A7,A10,0.0,0.0,0.38
A12,16.0,A8,A92,0.07,0.05,0.0
A3,26.0,A7,A18,0.0,0.0,0.02
A2,28.0,A6,A7,0.3,0.0,0.0
A6,25.0,A3,A10,0.03,0.01,0.0
A4,28.0,A1,A2,0.05,0.0,0.0
A4,28.0,A3,A15,0.92,0.44,0.07
A9,26.0,A8,A37,0.09,0.0,0.09
A9,,A10,A239,0.09,0.0,0.03
A2,28.0,A1,A24,0.15,0.01,0.0
A12,16.0,A11,A21,0.24,0.16,0.04
A17,3.0,A2,A43,0.72,0.05,0.0
A13,33.0,A1,A8,1.15,0.44,0.0
A12,20.0,A6,A3,0.07,0.05,0.0
A12,18.0,A2,A18,0.06,0.04,0.22
A2,29.0,A6,A5,0.0,0.0,0.06
A2,28.0,A10,A15,0.08,0.01,0.0
A3,25.0,A0,A15,0.06,0.05,0.0
,30.0,A4,A1,0.0,0.0,0.02
,29.0,A1,A43,0.26,0.12,0.0
A4,33.0,A1,A31,9.63,5.31,0.06
A11,26.0,A11,A7,0.0,0.02,0.0
A11,26.0,A1,A15,0.0,0.02,0.0
A3,23.0,A6,A39,0.26,0.21,0.0
A11,32.0,A4,A6,0.0,0.02,0.0
A4,29.0,A6,A7,0.51,0.1,0.0
A2,30.0,A4,A135,0.06,0.01,0.0
A2,32.0,A1,A24,0.15,0.04,0.0
A2,30.0,A8,A24,0.05,0.0,0.0
A1,,A10,A39,0.0,0.0,0.21
A5,34.0,A1,A1,0.0,0.0,0.15
A3,25.0,A6,A31,0.21,0.16,0.0
A4,30.0,A10,A207,0.0,0.0,0.02
A4,27.0,A11,A3,0.29,0.23,0.0
A13,28.0,A4,A8,0.2,0.03,0.0
A12,20.0,A11,A50,0.14,0.09,0.0
A1,26.0,A11,A15,0.17,0.01,0.0
A12,18.0,A10,A24,0.15,0.11,0.0
A3,23.0,A6,A206,0.24,0.19,0.0
A0,21.0,A2,A35,0.2,0.07,0.0
A1,26.0,A6,A59,0.06,0.0,0.0
A0,22.0,A0,A15,0.07,0.03,0.0
A7,15.0,A2,A34,0.0,0.0,0.15
A5,36.0,A6,A22,0.0,0.0,0.03
A4,26.0,A1,A7,0.0,0.0,0.01
A17,2.0,A9,A45,0.37,0.02,0.0
A0,,A0,A12,0.02,0.01,0.0
,,A4,A100,0.07,0.06,0.0
A0,26.0,A1,A43,0.01,0.01,0.0
A0,23.0,A1,A39,0.02,0.01,0.0
A0,24.0,A2,A34,0.68,0.25,0.21
A13,29.0,A6,A34,9.09,8.59,2.53
A22,34.0,A11,A4,1.89,0.99,0.03
A10,17.0,A0,A34,1.29,0.53,0.98
A2,25.0,A6,A5,0.0,0.0,0.14
A4,30.0,A3,A39,0.0,0.0,0.03
A12,17.0,A3,A2,0.73,0.5,0.0
A9,31.0,A1,A1,0.04,0.03,0.0
A1,25.0,A4,A18,0.0,0.0,0.02
A13,31.0,A0,A12,0.11,0.06,0.0
A17,,A1,A43,0.43,0.03,0.0
A12,16.0,A5,A123,0.0,0.0,0.52
A3,24.0,A8,A96,0.05,0.04,0.0
A2,28.0,A5,A29,0.19,0.02,1.36
A4,33.0,A3,A1,0.29,0.17,0.01
A4,28.0,A3,A12,0.58,0.26,0.0
A18,32.0,A6,A15,0.21,0.12,0.0
A3,25.0,A11,A15,0.1,0.07,0.0
A0,25.0,A4,A54,0.25,0.09,0.0
A12,19.0,A9,A5,0.06,0.04,0.0
A5,34.0,A1,A1,0.0,0.0,0.09
A9,31.0,A9,A14,0.06,0.02,0.0
A12,15.0,A6,A7,0.13,0.09,0.0
A1,29.0,A5,A122,0.08,0.0,0.13
A2,28.0,A0,A34,0.61,0.0,0.2
A9,30.0,A9,A231,0.05,0.13,0.0
A6,26.0,A6,A7,0.42,0.12,0.0
A0,22.0,A6,A5,0.01,0.0,0.0
A0,21.0,A1,A24,0.13,0.05,0.0
A1,28.0,A7,A75,0.0,0.0,0.03
A2,30.0,A2,A5,0.11,0.0,0.0
A4,32.0,A1,A24,0.18,0.06,0.0
A3,26.0,A1,A2,0.25,0.19,0.0
